01-May-2022 20:04:23.769189,BUY_SELL_SELL, KAVA/USDT,KAVA/BTC,BTC/USDT,-0.099
01-May-2022 20:04:26.682304,BUY_BUY_SELL, BTC/USDT,ARPA/BTC,ARPA/USDT,-0.367
01-May-2022 20:04:31.510276,BUY_SELL_SELL, ARPA/USDT,ARPA/BTC,BTC/USDT,-0.381
01-May-2022 20:04:34.892371,BUY_BUY_SELL, BTC/USDT,CTXC/BTC,CTXC/USDT,-0.262
01-May-2022 20:04:37.853096,BUY_SELL_SELL, CTXC/USDT,CTXC/BTC,BTC/USDT,0.07
01-May-2022 20:04:41.726596,BUY_BUY_SELL, BTC/USDT,BCH/BTC,BCH/USDT,-0.11
01-May-2022 20:04:44.980851,BUY_SELL_SELL, BCH/USDT,BCH/BTC,BTC/USDT,-0.02
01-May-2022 20:04:48.827693,BUY_BUY_SELL, BTC/USDT,BCH/BTC,BCH/USDT,-0.114
01-May-2022 20:04:52.698636,BUY_SELL_SELL, BCH/USDT,BCH/BTC,BTC/USDT,-0.02
01-May-2022 20:04:55.636138,BUY_BUY_SELL, BTC/USDT,TROY/BTC,TROY/USDT,-100.0
01-May-2022 20:04:59.577596,BUY_SELL_SELL, TROY/USDT,TROY/BTC,BTC/USDT,-100.0
01-May-2022 20:05:03.002729,BUY_BUY_SELL, BTC/USDT,VITE/BTC,VITE/USDT,-0.874
01-May-2022 20:05:06.204301,BUY_SELL_SELL, VITE/USDT,VITE/BTC,BTC/USDT,-0.035
01-May-2022 20:05:09.442853,BUY_BUY_SELL, BTC/USDT,FTT/BTC,FTT/USDT,-0.063
01-May-2022 20:05:12.526024,BUY_SELL_SELL, FTT/USDT,FTT/BTC,BTC/USDT,-0.009
01-May-2022 20:05:15.517939,BUY_BUY_SELL, BTC/USDT,OGN/BTC,OGN/USDT,-0.097
01-May-2022 20:05:18.469044,BUY_SELL_SELL, OGN/USDT,OGN/BTC,BTC/USDT,-0.066
